Isolate	Species.Predicted	ST	aspA	glnA	gltA	glyA	pgm	tkt	uncA	Resistance	Host.Group	Genus	Species	Strain	Assembly.Accession	Isolation.Country	Geographic.Group	Collection.Year	Collection.Date	Host.Common.Name
GCA_001497395.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001497395.1	United Kingdom	Europe	2014	2014	NA
GCA_001497415.1	campylobacter	4425	33	39	30	139	113	47	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001497415.1	United Kingdom	Europe	2010	2010	NA
GCA_001497435.1	campylobacter	1096	33	38	30	82	104	35	17	1	NA	Campylobacter	Campylobacter coli	H054000444	GCA_001497435.1	United Kingdom	Europe	NA	NA	NA
GCA_001497475.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	EC6016	GCA_001497475.1	United Kingdom	Europe	NA	NA	NA
GCA_001497655.1	campylobacter	825	33	39	30	82	113	47	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001497655.1	United Kingdom	Europe	2014	2014	NA
GCA_001497675.1	campylobacter	1681	53	38	30	81	118	71	36	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001497675.1	United Kingdom	Europe	2014	2014	NA
GCA_001497735.1	campylobacter	872	33	39	30	82	113	44	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001497735.1	United Kingdom	Europe	2010	2010	NA
GCA_001497775.1	campylobacter	2022	33	39	122	82	189	43	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001497775.1	United Kingdom	Europe	2013	2013	NA
GCA_001497795.1	campylobacter	1681	53	38	30	81	118	71	36	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001497795.1	United Kingdom	Europe	2006	2006	NA
GCA_001497835.1	campylobacter	2022	33	39	122	82	189	43	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001497835.1	United Kingdom	Europe	2007	2007	NA
GCA_001497875.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001497875.1	United Kingdom	Europe	2014	2014	NA
GCA_001497895.1	campylobacter	8416	121	625	530	693	831	650	551	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001497895.1	United Kingdom	Europe	2007	2007	NA
GCA_001497915.1	campylobacter	887	33	38	30	82	104	85	68	0	Nonhuman Mammal	Campylobacter	Campylobacter coli	NA	GCA_001497915.1	United Kingdom	Europe	2007	2007	Pig
GCA_001497935.1	campylobacter	8483	121	659	186	220	858	63	173	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001497935.1	United Kingdom	Europe	2007	2007	Human
GCA_001497955.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001497955.1	United Kingdom	Europe	2014	2014	NA
GCA_001498015.1	campylobacter	829	33	39	30	82	113	43	17	1	NA	Campylobacter	Campylobacter coli	NA	GCA_001498015.1	United Kingdom	Europe	2013	2013	NA
GCA_001498035.1	campylobacter	825	33	39	30	82	113	47	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001498035.1	United Kingdom	Europe	2009	2009	NA
GCA_001498055.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001498055.1	United Kingdom	Europe	2014	2014	NA
GCA_001498135.1	campylobacter	3319	130	230	86	124	165	209	242	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001498135.1	United Kingdom	Europe	2013	2013	Mallard
GCA_001498155.1	campylobacter	1614	33	39	30	79	104	85	17	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001498155.1	United Kingdom	Europe	2009	2009	Chicken
GCA_001498175.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001498175.1	United Kingdom	Europe	2014	2014	NA
GCA_001498195.1	campylobacter	1585	33	39	30	82	189	43	17	0	Human	Campylobacter	Campylobacter coli	H124620276b	GCA_001498195.1	United Kingdom	Europe	NA	NA	Human
GCA_001498255.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001498255.1	United Kingdom	Europe	2014	2014	NA
GCA_001498275.1	campylobacter	3567	33	124	30	82	189	47	74	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001498275.1	United Kingdom	Europe	2012	2012	Human
GCA_001498295.1	campylobacter	899	33	39	30	82	113	35	17	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001498295.1	United Kingdom	Europe	1983	1983	Human
GCA_001498335.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001498335.1	United Kingdom	Europe	2014	2014	NA
GCA_001498355.1	campylobacter	1089	33	38	66	82	104	43	17	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001498355.1	United Kingdom	Europe	2003	2003	Chicken
GCA_001498375.1	campylobacter	8254	78	239	204	274	635	501	192	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001498375.1	United Kingdom	Europe	2006	2006	NA
GCA_001498415.1	campylobacter	3308	81	39	147	113	404	43	160	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001498415.1	United Kingdom	Europe	2013	2013	Mallard
GCA_001498455.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001498455.1	United Kingdom	Europe	2013	2013	NA
GCA_001498495.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001498495.1	United Kingdom	Europe	2014	2014	NA
GCA_001498515.1	campylobacter	8467	455	215	552	704	852	249	180	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001498515.1	United Kingdom	Europe	2011	2011	Human
GCA_001498535.1	campylobacter	825	33	39	30	82	113	47	17	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001498535.1	United Kingdom	Europe	2007	2007	Human
GCA_001498615.1	campylobacter	1464	33	39	30	82	104	117	17	0	Nonhuman Mammal	Campylobacter	Campylobacter coli	NA	GCA_001498615.1	United Kingdom	Europe	2008	2008	Pig
GCA_001498635.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001498635.1	United Kingdom	Europe	2014	2014	NA
GCA_001498655.1	campylobacter	8471	357	633	233	706	669	665	181	0	Human	Campylobacter	Campylobacter coli	NA	GCA_001498655.1	United Kingdom	Europe	2005	2005	Human
GCA_001498695.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001498695.1	United Kingdom	Europe	2014	2014	NA
GCA_001498755.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001498755.1	United Kingdom	Europe	2014	2014	NA
GCA_001498775.1	campylobacter	1090	87	39	30	82	189	44	74	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001498775.1	United Kingdom	Europe	2004	2004	Chicken
GCA_001498835.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001498835.1	United Kingdom	Europe	2014	2014	NA
GCA_001498855.1	campylobacter	2195	124	39	30	82	189	47	74	1	NA	Campylobacter	Campylobacter coli	NA	GCA_001498855.1	United Kingdom	Europe	2010	2010	NA
GCA_001498895.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001498895.1	United Kingdom	Europe	2014	2014	NA
GCA_001498915.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001498915.1	United Kingdom	Europe	2014	2014	NA
GCA_001498935.1	campylobacter	855	33	39	30	79	104	35	17	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001498935.1	United Kingdom	Europe	2004	2004	Chicken
GCA_001498955.1	campylobacter	1005	86	86	88	102	164	130	76	0	NA	Campylobacter	Campylobacter coli	F15D2	GCA_001498955.1	United Kingdom	Europe	NA	NA	NA
GCA_001498975.1	campylobacter	45	4	7	10	4	1	7	1	0	NA	Campylobacter	Campylobacter jejuni	NA	GCA_001498975.1	United Kingdom	Europe	2000	2000	NA
GCA_001499015.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001499015.1	United Kingdom	Europe	2014	2014	NA
GCA_001499035.1	campylobacter	828	33	39	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	NA	GCA_001499035.1	United Kingdom	Europe	2008	2008	NA
GCA_001499075.1	campylobacter	1090	87	39	30	82	189	44	74	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001499075.1	United Kingdom	Europe	2004	2004	Chicken
GCA_001499095.1	campylobacter	832	33	39	30	79	113	43	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001499095.1	United Kingdom	Europe	2013	2013	NA
GCA_001499115.1	campylobacter	8428	121	498	202	568	834	651	559	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001499115.1	United Kingdom	Europe	2000	2000	NA
GCA_001499135.1	campylobacter	872	33	39	30	82	113	44	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001499135.1	United Kingdom	Europe	2014	2014	NA
GCA_001499195.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001499195.1	United Kingdom	Europe	2014	2014	NA
GCA_001499215.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	CCN55	GCA_001499215.1	United Kingdom	Europe	NA	NA	NA
GCA_001499235.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001499235.1	United Kingdom	Europe	2014	2014	NA
GCA_001499255.1	campylobacter	8486	130	86	87	124	327	131	76	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001499255.1	United Kingdom	Europe	2000	2000	NA
GCA_001499275.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001499275.1	United Kingdom	Europe	2014	2014	NA
GCA_001499315.1	campylobacter	8466	121	651	38	695	836	72	601	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001499315.1	United Kingdom	Europe	2008	2008	NA
GCA_001499355.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001499355.1	United Kingdom	Europe	2014	2014	NA
GCA_001499375.1	campylobacter	8417	78	90	531	684	832	208	536	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001499375.1	United Kingdom	Europe	2009	2009	NA
GCA_001499395.1	campylobacter	3311	81	86	87	113	270	238	152	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001499395.1	United Kingdom	Europe	2013	2013	Mallard
GCA_001499415.1	campylobacter	827	33	39	30	82	104	56	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001499415.1	United Kingdom	Europe	2014	2014	NA
GCA_001499435.1	campylobacter	825	33	39	30	82	113	47	17	0	NA	Campylobacter	Campylobacter coli	NA	GCA_001499435.1	United Kingdom	Europe	2013	2013	NA
GCA_001499475.1	campylobacter	4425	33	39	30	139	113	47	17	1	Human	Campylobacter	Campylobacter coli	NA	GCA_001499475.1	United Kingdom	Europe	2014	2014	Human
GCA_001499515.1	campylobacter	1405	66	39	30	82	104	47	17	0	Avian	Campylobacter	Campylobacter coli	NA	GCA_001499515.1	United Kingdom	Europe	2001	2001	Chicken
GCA_001499535.1	campylobacter	1172	53	39	44	82	118	35	36	0	NA	Campylobacter	Campylobacter coli	CCN264	GCA_001499535.1	United Kingdom	Europe	NA	NA	NA
GCA_001499575.1	campylobacter	828	33	39	30	82	104	43	17	1	Human	Campylobacter	Campylobacter coli	NA	GCA_001499575.1	United Kingdom	Europe	2012	2012	Human
GCA_001506325.1	campylobacter	677	10	81	50	99	120	76	52	0	Human	Campylobacter	Campylobacter jejuni	CJ677CC010	GCA_001506325.1	Finland	Europe	2007	2007	Human
GCA_001687475.2	-	-							NA	0	Avian	Campylobacter	Campylobacter hepaticus	HV10	GCA_001687475.2	Australia	Oceania	2015	2015-12	Chicken
GCA_001865615.1	campylobacter	21	2	1	1	3	2	1	5	0	Avian	Campylobacter	Campylobacter jejuni	D42a	GCA_001865615.1	USA	North America	2007	2007	Chicken
GCA_002028305.1	campylobacter	5843	1	1	5	48	394	88	233	0	Avian	Campylobacter	Campylobacter jejuni	ATCC 35925	GCA_002028305.1	Sweden	Europe	1984	30682	Pigeon
GCA_002080395.1	campylobacter_nonjejuni	1	1	1	1	1	1	1		0	Nonhuman Mammal	Campylobacter	Campylobacter helveticus	ATCC 51209	GCA_002080395.1	Switzerland	Europe	1992	1992	Cat
GCA_002092835.1	-	-							NA	0	Human	Campylobacter	Campylobacter concisus	RCH 26	GCA_002092835.1	Australia	Oceania	2008	2008-02	Human
GCA_002092845.1	campylobacter_nonjejuni_5	-	45?	103?	~65	86?	~3		NA	0	Human	Campylobacter	Campylobacter concisus	AUS22-Bd2	GCA_002092845.1	Australia	Oceania	2013	2013-05	Human
GCA_002092855.1	campylobacter_nonjejuni_5	-	108?	8?	65	8	~113		NA	0	Human	Campylobacter	Campylobacter concisus	RMIT-O17	GCA_002092855.1	Australia	Oceania	2014	2014-06	Human
GCA_002101355.1	campylobacter	982	2	1	2	3	2	1	5	0	NA	Campylobacter	Campylobacter jejuni	YH002	GCA_002101355.1	USA	North America	2014	2014-04	NA
GCA_002104335.1	-	-								0	Nonhuman Mammal	Campylobacter	Campylobacter cuniculorum	LMG 24588	GCA_002104335.1	Italy	Europe	2005	2005	Rabbit
GCA_002110605.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ003CC21	GCA_002110605.1	Finland	Europe	1998	1998	Human
GCA_002110615.1	campylobacter	21	2	1	1	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ070CC21	GCA_002110615.1	Finland	Europe	2000	2000	Human
GCA_002110625.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ035CC21	GCA_002110625.1	Finland	Europe	2003	2003	Human
GCA_002110635.1	campylobacter	883	2	17	2	3	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	CJ096CC21	GCA_002110635.1	Finland	Europe	2007	2007	Human
GCA_002110685.1	campylobacter	141	2	1	10	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ507CC21	GCA_002110685.1	Finland	Europe	2006	2006	Human
GCA_002110695.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ069CC21	GCA_002110695.1	Finland	Europe	2000	2000	Human
GCA_002110705.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ076CC21	GCA_002110705.1	Finland	Europe	2005	2005	Human
GCA_002110715.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ006CC21	GCA_002110715.1	Finland	Europe	2001	2001	Human
GCA_002110765.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ501CC21	GCA_002110765.1	Finland	Europe	2006	2006	Human
GCA_002110775.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ502CC21	GCA_002110775.1	Finland	Europe	2006	2006	Human
GCA_002110805.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ098CC21	GCA_002110805.1	Finland	Europe	2001	2001	Human
GCA_002110815.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ500CC21	GCA_002110815.1	Finland	Europe	2006	2006	Human
GCA_002110825.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ503CC21	GCA_002110825.1	Finland	Europe	2006	2006	Human
GCA_002110835.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ506CC21	GCA_002110835.1	Finland	Europe	2006	2006	Human
GCA_002110885.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ505CC21	GCA_002110885.1	Finland	Europe	2006	2006	Human
GCA_002110905.1	campylobacter	1948	2	71	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ097CC21	GCA_002110905.1	Finland	Europe	1998	1998	Human
GCA_002111525.1	campylobacter	50	2	1	12	3	2	1	5	0	Human	Campylobacter	Campylobacter jejuni	CJ504CC21	GCA_002111525.1	Finland	Europe	2006	2006	Human
GCA_002114545.1	campylobacter_nonjejuni_5	-	~63	~8	~52	~26	~90		NA	0	Human	Campylobacter	Campylobacter concisus	Lasto61.99	GCA_002114545.1	South Africa	Africa	1999	1999	Human
GCA_002118015.1	campylobacter	1181	33	39	66	174	104	43	41	1	Human	Campylobacter	Campylobacter coli	CAM962	GCA_002118015.1	Japan	Asia	2016	42505	Human
GCA_002118115.1	campylobacter	5731	24	2	2	2	10	3	12	0	Human	Campylobacter	Campylobacter jejuni	CAM970	GCA_002118115.1	Japan	Asia	2016	42505	Human
GCA_002120145.1	campylobacter	637	10	33	22	49	43	82	31	0	NA	Campylobacter	Campylobacter jejuni	VA12	GCA_002120145.1	Sweden	Europe	2000	36633	NA
GCA_002120155.1	campylobacter	48	2	4	1	2	7	1	5	0	NA	Campylobacter	Campylobacter jejuni	VA1	GCA_002120155.1	Sweden	Europe	2000	36592	NA
GCA_002120165.1	campylobacter	48	2	4	1	2	7	1	5	0	NA	Campylobacter	Campylobacter jejuni	VA25	GCA_002120165.1	Sweden	Europe	2000	36776	NA
GCA_002120285.1	campylobacter	48	2	4	1	2	7	1	5	0	NA	Campylobacter	Campylobacter jejuni	VA52	GCA_002120285.1	Sweden	Europe	2000	36787	NA
GCA_002138435.1	campylobacter_nonjejuni_7	77	15	36	24	31	36	32		0	Nonhuman Mammal	Campylobacter	Campylobacter lanienae	P0084	GCA_002138435.1	United Kingdom	Europe	2013	41401	Pig
GCA_002138445.1	campylobacter_nonjejuni_7	154	37	79	23	12	35	10		0	Nonhuman Mammal	Campylobacter	Campylobacter lanienae	P0007	GCA_002138445.1	United Kingdom	Europe	2013	41330	Pig
GCA_002138455.1	campylobacter_nonjejuni_7	156	15	36	27	35	39	36		0	Nonhuman Mammal	Campylobacter	Campylobacter lanienae	P0027	GCA_002138455.1	United Kingdom	Europe	2013	41337	Pig
GCA_002138485.1	campylobacter_nonjejuni_7	77	15	36	24	31	36	32		0	Nonhuman Mammal	Campylobacter	Campylobacter lanienae	P0018	GCA_002138485.1	United Kingdom	Europe	2013	41334	Pig
GCA_002138515.1	campylobacter_nonjejuni_7	118	61	58	36	13	69	52		0	Nonhuman Mammal	Campylobacter	Campylobacter lanienae	P154	GCA_002138515.1	United Kingdom	Europe	2014	41653	Pig
GCA_002138525.1	campylobacter_nonjejuni_7	110	55	45	24	50	50	57		0	Nonhuman Mammal	Campylobacter	Campylobacter lanienae	P163	GCA_002138525.1	United Kingdom	Europe	2014	41653	Pig
GCA_002138535.1	campylobacter_nonjejuni_7	110	55	45	24	50	50	57		0	Nonhuman Mammal	Campylobacter	Campylobacter lanienae	P147	GCA_002138535.1	United Kingdom	Europe	2013	41611	Pig
GCA_002138565.1	campylobacter_nonjejuni_7	100	48	5	32	43	44	50		0	Nonhuman Mammal	Campylobacter	Campylobacter lanienae	P0101	GCA_002138565.1	United Kingdom	Europe	2013	41464	Pig
GCA_002138595.1	campylobacter_nonjejuni_7	5	5	5	2	5	5	5		0	NA	Campylobacter	Campylobacter lanienae	RM6140	GCA_002138595.1	USA	North America	2006	39015	NA
GCA_002138605.1	campylobacter_nonjejuni_7	9	7	8	7	5	7	5		0	NA	Campylobacter	Campylobacter lanienae	RM6987	GCA_002138605.1	USA	North America	2008	39513	NA
GCA_002138615.1	campylobacter_nonjejuni_7	10	7	6	7	5	6	5		0	NA	Campylobacter	Campylobacter lanienae	RM6995	GCA_002138615.1	USA	North America	2008	39513	NA
GCA_002138635.1	campylobacter_nonjejuni_7	12	7	5	7	5	8	5		0	NA	Campylobacter	Campylobacter lanienae	RM6997	GCA_002138635.1	USA	North America	2008	39513	NA
GCA_002138675.1	campylobacter_nonjejuni_7	171	7	12	68	21	12	10		0	NA	Campylobacter	Campylobacter lanienae	RM10695	GCA_002138675.1	USA	North America	2009	40150	NA
GCA_002138695.1	campylobacter_nonjejuni_7	68	3	38	34	41	42	45		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P0088	P0088	GCA_002138695.1	United Kingdom	Europe	2013	41436	Pig
GCA_002138705.1	campylobacter_nonjejuni_7	98	46	39	35	42	40	47		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P0098	P0098	GCA_002138705.1	United Kingdom	Europe	2013	41464	Pig
GCA_002138715.1	campylobacter_nonjejuni_7	157	39	43	26	48	38	96		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P0108	P0108	GCA_002138715.1	United Kingdom	Europe	2013	41492	Pig
GCA_002138755.1	campylobacter_nonjejuni_7	108	53	44	37	32	1	55		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P0109	P0109	GCA_002138755.1	United Kingdom	Europe	2013	41492	Pig
GCA_002138775.1	campylobacter_nonjejuni_7	164	38	48	25	32	37	93		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P0135	P0135	GCA_002138775.1	United Kingdom	Europe	2013	41583	Pig
GCA_002138785.1	campylobacter_nonjejuni_7	92	39	39	41	54	42	62		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P0136	P0136	GCA_002138785.1	United Kingdom	Europe	2013	41583	Pig
GCA_002138795.1	campylobacter_nonjejuni_7	162	57	41	42	55	54	92		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P0138	P0138	GCA_002138795.1	United Kingdom	Europe	2013	41583	Pig
GCA_002138835.1	campylobacter_nonjejuni_7	115	58	50	44	57	53	65		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P0140	P0140	GCA_002138835.1	United Kingdom	Europe	2013	41583	Pig
GCA_002138855.1	campylobacter_nonjejuni_7	138	75	73	25	79	70	86		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P0222	P0222	GCA_002138855.1	United Kingdom	Europe	2014	41835	Pig
GCA_002138865.1	campylobacter_nonjejuni_7	140	76	30	65	81	40	88		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P0227	P0227	GCA_002138865.1	United Kingdom	Europe	2014	41863	Pig
GCA_002138895.1	campylobacter_nonjejuni_7	132	52	67	60	70	64	71		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P0209	P0209	GCA_002138895.1	United Kingdom	Europe	2014	41800	Pig
GCA_002138915.1	campylobacter_nonjejuni_7	116	59	51	45	58	62	44		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P031	P031	GCA_002138915.1	United Kingdom	Europe	2013	41341	Pig
GCA_002138935.1	campylobacter_nonjejuni_7	114	57	53	43	60	63	73		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P091	P091	GCA_002138935.1	United Kingdom	Europe	2013	41436	Pig
GCA_002138945.1	campylobacter_nonjejuni_7	89	38	54	46	61	63	74		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P093	P093	GCA_002138945.1	United Kingdom	Europe	2013	41436	Pig
GCA_002138975.1	campylobacter_nonjejuni_7	165	60	56	47	62	53	89		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P146	P146	GCA_002138975.1	United Kingdom	Europe	2013	41611	Pig
GCA_002138995.1	campylobacter_nonjejuni_7	106	52	57	48	63	64	76		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P148	P148	GCA_002138995.1	United Kingdom	Europe	2013	41611	Pig
GCA_002139015.1	campylobacter_nonjejuni_7	166	63	60	50	65	37	97		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P157	P157	GCA_002139015.1	United Kingdom	Europe	2014	41653	Pig
GCA_002139025.1	campylobacter_nonjejuni_7	167	63	30	51	44	63	97		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P159	P159	GCA_002139025.1	United Kingdom	Europe	2014	41653	Pig
GCA_002139055.1	campylobacter_nonjejuni_7	123	65	61	50	66	63	79		0	Nonhuman Mammal	Campylobacter	Campylobacter sp. P160	P160	GCA_002139055.1	United Kingdom	Europe	2014	41653	Pig
